Id,SalePrice
1461,123017.92871864856
1462,153074.56670068824
1463,178950.68156239297
1464,185325.015711355
1465,190067.071848257
1466,183180.60596505558
1467,170778.77112207815
1468,175699.18220548646
1469,177059.94136965094
1470,124439.40791846663
1471,203695.897436451
1472,95580.1628529665
1473,96521.84830744505
1474,153297.6909185996
1475,120123.11528569224
1476,374681.15498355613
1477,246377.84938260558
1478,295247.38969437085
1479,305199.50613686536
1480,415765.5339727565
1481,305670.79645298404
1482,202926.68008290158
1483,184998.34840309122
1484,172119.56702439405
1485,174882.10840535362
1486,201664.14609839176
1487,313420.13100290764
1488,239182.31998307598
1489,207760.7052351297
1490,212033.85497842196
1491,190315.8362442578
1492,93927.61576183642
1493,178593.8088779552
1494,297333.746844929
1495,291986.5155020849
1496,222835.92268081472
1497,177624.55257492664
1498,153828.1841048381
1499,154134.35783488103
1500,160235.74650545223
1501,172598.64016426975
1502,156056.5395049117
1503,265973.856079387
1504,233625.4262275031
1505,217428.23240042658
1506,176616.94589973034
1507,246468.52998924773
1508,186113.06528819358
1509,161283.8134330364
1510,149062.6016049505
1511,147923.93821323945
1512,171361.06915948517
1513,148204.46531059156
1514,148094.05007579847
1515,188878.78085179537
1516,149289.87693982612
1517,149256.43283017224
1518,131939.3244921899
1519,223116.82780229175
1520,137285.30797647734
1521,143386.39776639553
1522,162084.29911631843
1523,117151.11178011543
1524,123663.0194489542
1525,127678.46213264974
1526,126623.17448168523
1527,108678.95962148292
1528,128142.1495349944
1529,144841.9748773996
1530,161722.82032378408
1531,125172.34171463683
1532,103425.99477413514
1533,144395.8070125511
1534,116190.04538076856
1535,145663.53361859336
1536,116041.94838148644
1537,88953.63215278724
1538,147466.98532502155
1539,189873.78151552682
1540,111065.1526041204
1541,141970.82834143128
1542,137099.67853379695
1543,173225.178615896
1544,84682.64022469017
1545,102874.24680100237
1546,125043.15680301414
1547,130259.72002233019
1548,126621.30607458376
1549,114285.29166529217
1550,139408.71975855157
1551,117726.50770651123
1552,141772.81660527602
1553,142340.5727552957
1554,118208.77307794688
1555,165935.16421361215
1556,93939.38586949688
1557,111960.26148521151
1558,91338.03784233017
1559,100442.47619974182
1560,139845.97335155949
1561,135642.41827705983
1562,127714.19941592749
1563,123908.04954994383
1564,153003.3168918547
1565,154760.9331863863
1566,221687.4511013006
1567,85847.42031195744
1568,221391.88033525474
1569,139092.85777328446
1570,135709.6887929529
1571,130663.63127722008
1572,141775.3919336286
1573,236096.61251411057
1574,132373.54541720886
1575,216225.34636101907
1576,234582.6470551794
1577,198432.76999263844
1578,146076.21709625045
1579,144328.74175035665
1580,187016.1428101704
1581,141759.4596580532
1582,127178.8048703746
1583,323555.54561584065
1584,240807.53444784155
1585,140409.5275260671
1586,76989.06141690236
1587,111868.039811495
1588,145838.53955790395
1589,100241.6448370761
1590,134356.9113430367
1591,107022.96498403525
1592,114925.64344834026
1593,121398.44448422089
1594,127421.63023848296
1595,123777.55007219622
1596,208472.06702853896
1597,169306.6453761249
1598,185691.30254511177
1599,168863.995766242
1600,179745.15541206553
1601,78788.83252088059
1602,114944.31850139667
1603,88834.49050078953
1604,266274.8834365874
1605,257998.61952219275
1606,171177.5144032847
1607,160778.484624641
1608,210654.99845117406
1609,192356.5232348432
1610,164426.0516058555
1611,146989.6261400714
1612,178343.29428801726
1613,175049.72222511438
1614,117033.121514324
1615,90050.52965114317
1616,85038.37742884952
1617,87850.5336503918
1618,125881.25167050393
1619,133682.12263159966
1620,174196.07540428612
1621,142355.9430224841
1622,140570.0850978099
1623,276687.35852117033
1624,225943.80569928032
1625,126628.7376379232
1626,167041.03609731246
1627,184183.59264238263
1628,262855.60533251514
1629,173855.99448797392
1630,304415.09310462064
1631,196121.699818413
1632,239378.40197691487
1633,172624.70174020625
1634,187755.7099506459
1635,178584.13150874455
1636,169006.2994048893
1637,181066.05878105914
1638,197168.6312848841
1639,182526.64891742988
1640,239788.64774874877
1641,175896.9884322057
1642,229729.68779257365
1643,224919.38858344368
1644,225015.60123559088
1645,175973.25511319487
1646,155402.1719947925
1647,161844.09246828555
1648,138511.2590817376
1649,137572.96682861217
1650,123663.62513258045
1651,123479.14699833588
1652,94617.7869620716
1653,97275.52449599835
1654,153566.92943662338
1655,143697.51894859536
1656,148658.2904771147
1657,153920.52650267474
1658,156513.16512959884
1659,127063.51836485647
1660,151806.69737750804
1661,416763.10214343865
1662,358388.3896424548
1663,367715.13701922365
1664,404766.2292343044
1665,322819.2395190084
1666,325330.520731042
1667,347341.02806511224
1668,335551.5542701493
1669,282612.07225277374
1670,345063.5565284236
1671,265112.64517143375
1672,372832.3183139477
1673,299695.72403497854
1674,248645.3398019309
1675,196997.54542785813
1676,198248.96320627554
1677,210473.0809778927
1678,411400.89339475834
1679,362651.836934308
1680,318418.7026061356
1681,246255.18404758966
1682,302200.4479655344
1683,191717.66121305342
1684,174018.11508927535
1685,175974.10912092638
1686,171962.36483916308
1687,170342.66653456754
1688,189375.28255830333
1689,191924.35988308175
1690,186382.08941186295
1691,178777.86826271858
1692,245585.1950052594
1693,171158.45777447993
1694,184926.01433389576
1695,170840.70582284458
1696,276646.8819572809
1697,172656.97816170842
1698,335744.3217518837
1699,306299.0495620023
1700,245694.46291033915
1701,264941.1612520766
1702,254781.16498884204
1703,255248.68714895612
1704,299473.3877959932
1705,214581.06912838612
1706,377369.46972011897
1707,215735.23610917438
1708,210530.91163764524
1709,253210.5872298337
1710,214598.1934623967
1711,253534.87822483192
1712,262988.8391470694
1713,283658.24286692904
1714,215797.256874546
1715,204990.23513339224
1716,185462.85909358668
1717,168035.27386767845
1718,137675.4610664707
1719,206590.36857810768
1720,238554.04552742644
1721,174162.15583890385
1722,135431.65427690858
1723,163673.6856886827
1724,216125.73687444252
1725,230969.073594314
1726,193100.9396599592
1727,177749.7364391689
1728,184757.94538786775
1729,165640.5167955281
1730,153713.32766711127
1731,129454.15338071922
1732,130050.70750760307
1733,121415.84107161652
1734,130704.34541474986
1735,135491.71982198817
1736,119490.92897286438
1737,293766.29449326755
1738,217727.5379830994
1739,257188.55311117615
1740,231339.34850670354
1741,185795.08151114383
1742,171646.52844614108
1743,173306.92268922584
1744,282866.83007663634
1745,213595.44069720624
1746,211522.10503935744
1747,206430.31628570016
1748,209981.8309587585
1749,160427.89035481904
1750,138900.4430048037
1751,214572.0927546021
1752,120250.44720588872
1753,150083.72553732782
1754,187997.52917521587
1755,163951.84897417552
1756,127502.6633077144
1757,119154.2099141612
1758,146216.07855363507
1759,164914.23629488025
1760,162007.26399245797
1761,154060.33721031164
1762,171085.09905621043
1763,168416.72934003233
1764,122555.3641496245
1765,172790.11460636609
1766,169298.59554421378
1767,210487.45333092115
1768,140795.7380951357
1769,164408.69024497233
1770,146555.4682949061
1771,132946.7745717331
1772,142128.63605449695
1773,137721.3182279005
1774,141974.7006880628
1775,136255.78586814765
1776,122280.44059208325
1777,113599.38120002956
1778,135826.15799583608
1779,118431.51661151554
1780,169658.31347679652
1781,130957.07595706654
1782,102090.34557656938
1783,144723.44215333348
1784,102527.38561266888
1785,117540.94976258822
1786,152714.09050950446
1787,170274.2508517012
1788,68658.02423207364
1789,98348.68335102544
1790,93223.46806456502
1791,174328.93016536007
1792,153679.57595500845
1793,144563.4192579372
1794,144576.2674251117
1795,141954.13169962505
1796,127903.9631483229
1797,112955.5033321262
1798,125024.44543338784
1799,112874.90670803133
1800,128067.84584272988
1801,128924.46037456968
1802,141484.56866150722
1803,154078.04271326846
1804,142905.96614589813
1805,134545.0069967809
1806,120599.66327954544
1807,131865.27909607443
1808,124839.83351941207
1809,124959.3880383622
1810,141299.5161314792
1811,103944.03109787083
1812,107637.11594996952
1813,121026.34820500643
1814,98625.7493951098
1815,67256.6899044325
1816,103581.00259754059
1817,128798.43235527146
1818,135530.88202816175
1819,118911.66534592332
1820,81322.98010440348
1821,122065.24640247306
1822,150988.50368693977
1823,59528.091692312526
1824,128113.3230276634
1825,133624.93886723503
1826,105026.65159440617
1827,109719.2066748134
1828,132168.3553367669
1829,113595.19792665378
1830,140966.2881811499
1831,141994.65261588388
1832,114013.83514029362
1833,140572.99098549088
1834,129920.3620055691
1835,132819.4533905574
1836,127594.74141149368
1837,100052.89306353859
1838,129344.34557820183
1839,95969.2263651195
1840,162257.5311284203
1841,138634.9663241035
1842,98571.07284720204
1843,136911.2194772564
1844,139452.54315838186
1845,145901.0854519743
1846,152782.90817455584
1847,157234.2352669408
1848,67010.01409433619
1849,122302.24280202799
1850,127330.56935265489
1851,153056.25602798007
1852,125228.3176448332
1853,139396.131158975
1854,169231.33254603893
1855,167360.7688130609
1856,221594.6505505788
1857,172803.20132511065
1858,138948.1868122835
1859,120647.7695507698
1860,151775.89223868315
1861,120586.25135044777
1862,243428.4965338442
1863,236228.37147703624
1864,236228.37147703624
1865,321089.20797498047
1866,330028.6155085897
1867,236895.19772399624
1868,281852.4053801538
1869,199784.36291509538
1870,224525.32514792538
1871,236452.89566142784
1872,174497.63552321473
1873,231375.1726995489
1874,137190.71972878108
1875,194995.99920155015
1876,193869.5738305336
1877,215080.86368998425
1878,208929.60654973873
1879,129688.8361879365
1880,134262.17129436287
1881,253700.586429113
1882,245465.27511433043
1883,201667.65380971463
1884,216528.4435902193
1885,238615.44547886497
1886,277453.21505428693
1887,203032.77969976657
1888,274287.7241515199
1889,171106.25686121316
1890,131413.36668379552
1891,141743.18599820856
1892,111081.95977744056
1893,128544.05160405189
1894,128735.19753625913
1895,144384.54171449415
1896,122983.35686554237
1897,120881.82690079736
1898,116550.63327707595
1899,147956.54914046745
1900,131891.8370081508
1901,156068.17878550277
1902,140930.9584656181
1903,187667.079236308
1904,134465.60473000875
1905,179877.62986723566
1906,141621.17201498494
1907,190619.99811201383
1908,119886.68793203092
1909,134850.25955834845
1910,124686.67049433518
1911,191922.5453011286
1912,272891.21435734665
1913,146968.77452929225
1914,68670.79024860462
1915,325687.68978593295
1916,71828.4046737353
1917,253091.77375892835
1918,135640.37796946385
1919,156120.95587450426
1920,170684.67801743263
1921,357358.9821804266
1922,313616.8528486481
1923,198733.7702367096
1924,215134.45120348776
1925,218803.91247248944
1926,373973.8497547676
1927,137324.73113012267
1928,163363.32020553589
1929,122262.00514675357
1930,133380.79871148878
1931,141861.0399883797
1932,141371.75094438944
1933,176190.6827569969
1934,180297.76864956383
1935,177343.78834698146
1936,186690.03677700492
1937,182307.8542438653
1938,182870.76553768988
1939,233924.08760743358
1940,189006.66153728514
1941,176886.53045777263
1942,191730.76134850126
1943,189853.972256971
1944,320995.93814259465
1945,360670.0927799204
1946,157342.82257479557
1947,296234.93943978153
1948,164719.02698308206
1949,238117.32205159293
1950,174926.8459125853
1951,244512.70054537608
1952,220873.6923403092
1953,170102.29563418333
1954,188229.4347258747
1955,138694.4653439951
1956,271421.9114776833
1957,165308.40160638595
1958,313228.79444061493
1959,145063.54050656632
1960,115748.66294348364
1961,122675.31964125097
1962,93836.80736303542
1963,100727.40379500003
1964,113238.74536691196
1965,144828.3424247628
1966,140341.3116600314
1967,278518.3951747309
1968,359088.05478585884
1969,369578.31703327247
1970,397539.132765671
1971,390342.5592068348
1972,339309.74422562023
1973,265581.99770114623
1974,324996.60489303095
1975,380058.3820434473
1976,271529.7175515853
1977,333048.35797795194
1978,329867.2080685706
1979,337026.7446440573
1980,197170.75862698932
1981,330570.14073409396
1982,222654.90075944448
1983,210813.37513810897
1984,167546.94250351112
1985,213616.00194031882
1986,212098.66451313847
1987,176192.3238977372
1988,180652.95901351108
1989,190081.80702442734
1990,219981.8278254194
1991,212193.62905409693
1992,209287.73875567585
1993,174235.45981470932
1994,230281.61549637574
1995,181785.81321250246
1996,249121.68365218726
1997,303974.4469644758
1998,329013.43985491176
1999,251470.35444748856
2000,294481.6701706647
2001,273154.2763956047
2002,238771.64519521652
2003,256267.2304002588
2004,267982.9909646231
2005,212118.68736509918
2006,219364.41975012436
2007,246470.1992265756
2008,204438.7001354748
2009,198676.33277175252
2010,189928.1253092563
2011,140816.2747759015
2012,178141.1251631837
2013,184029.325696241
2014,194095.86710172897
2015,195074.10276125415
2016,200864.32549523807
2017,197408.0122362244
2018,126657.34498555196
2019,132626.04374184532
2020,116131.14825000822
2021,114706.67149766265
2022,172411.73638448465
2023,148074.72808765114
2024,244568.00800557627
2025,304225.7789059561
2026,181567.6853459801
2027,155678.74834504092
2028,155725.79708594468
2029,174118.11389748537
2030,270257.62096028315
2031,211415.80879862758
2032,227925.31388829494
2033,250137.9020492034
2034,165779.41324018504
2035,201980.56476449364
2036,177610.81753269426
2037,180864.05343094852
2038,266812.93072067894
2039,207998.31906990302
2040,271470.94651960424
2041,258141.20032735524
2042,202120.6088747625
2043,164015.95031689215
2044,166238.44805569085
2045,209468.08190110023
2046,139387.01970045123
2047,151798.7184734605
